GEOID,Capita,Population 2021,GDP,GDP,TempChg,PrepChg,PrepExt,ColdExt,HeatExt,DryChg,ImpSurface,HouseDen,PopEst,HouseSLR,RoadSLR,Hazard(H),Expos(E),Vulner(V),Risk=HEV,HEV*100
18173,45892,"65,867","2,584,353,000","2,584,353",1.519605178,0.725966061,110.8,50.1,35.6,-0.04658078,1.616428453,190.768714,56314.33333,0,0,0.228099056,0.01303405,0.282978308,0.00084131,0.084131
18175,45530,"28,205","739,281,000","739,281",1.591487082,0.116693422,85.7,52.5,33.6,-0.116655276,0.863512478,72.7402096,16237.33333,0,0,0.208977171,0.006344865,0.312154504,0.000413896,0.0413896
18177,93452,"66,127","2,894,783,000","2,894,783",1.753618497,0.445197794,87.5,50.4,29,-0.088446521,1.84911628,237.649118,30976,0,0,0.220276183,0.01394309,0.292954012,0.000899759,0.0899759
18179,142703,"28,555","1,185,146,000","1,185,146",1.714778416,0.165004448,95.5,61.3,26.4,-0.133041887,1.041988154,91.40164814,8305,0,0,0.229011041,0.007369473,0.30222076,0.000510055,0.0510055
18181,167940,"24,917","1,139,697,000","1,139,697",1.794665087,-0.440606866,66.7,57.3,27.4,-0.214262913,0.923317577,79.70909759,6786.333333,0,0,0.202457978,0.006477519,0.302690472,0.000396956,0.0396956
18183,118099,"34,742","2,007,715,000","2,007,715",1.867109319,-0.5527969,49.8,59.5,28.5,-0.200525253,1.236265901,119.4776619,17000.33333,0,0,0.211128183,0.009039797,0.297506846,0.000567808,0.0567808
19001,94724,"7,389","501,881,000","501,881",2.178247573,-0.226560995,90.5,46.7,37.6,-0.310233977,0.707114306,62.20700779,5298.333333,0,0,0.263560845,0.00489934,0.291981302,0.000377028,0.0377028
19003,51957,"3,544","215,986,000","215,986",1.802940955,-0.109430697,97.7,51.4,33.6,-0.315508553,0.631127433,53.73469146,4157,0,0,0.226772074,0.004321135,0.280824671,0.000275184,0.0275184
19005,103794,"14,074","553,363,000","553,363",1.797896,0.231151796,100.7,53.9,29.3,-0.255270011,0.897336992,76.12494432,5331.333333,0,0,0.23235301,0.006245341,0.309298059,0.00044883,0.044883
19007,84499,"12,119","421,282,000","421,282",1.835361098,0.096205647,83.3,50.6,30,-0.265653749,1.051500227,111.9953533,4985.666667,0,0,0.220126797,0.007369498,0.296577332,0.000481115,0.0481115
19009,62030,"5,534","304,548,000","304,548",2.263234422,-0.23595518,99.2,50.2,44.1,-0.317014887,0.723312219,64.93769757,4909.666667,0,0,0.303532529,0.005004562,0.28158648,0.000427743,0.0427743
19011,58323,"25,796","894,924,000","894,924",1.90079678,-0.528682759,54.8,53.3,31.9,-0.285410327,1.077474513,111.7444549,15344.33333,0,0,0.211968715,0.007872482,0.295033128,0.000492328,0.0492328
19013,63978,"130,471","8,149,083,000","8,149,083",1.669516908,0.098739272,79.8,58,30.5,-0.260297489,3.00966097,475.930034,127372.3333,0,0,0.220350768,0.025437202,0.297131068,0.001665451,0.1665451
19015,78328,"26,590","1,042,577,000","1,042,577",2.000528332,0.027670828,85.8,52.7,34.5,-0.264114218,1.179965048,138.9686174,13310.33333,0,0,0.256187613,0.008569709,0.270253721,0.000593329,0.0593329
19017,114455,"25,307","1,177,966,000","1,177,966",1.729303981,-0.178458097,65.6,58,29.9,-0.263637222,1.285922109,151.342587,10292,0,0,0.212087506,0.00923313,0.28142927,0.000551104,0.0551104
19019,92189,"20,691","786,929,000","786,929",1.706431608,0.068920485,91.6,55.5,30.1,-0.278615454,1.099713656,116.5632773,8536,0,0,0.219829348,0.007823088,0.293259684,0.000504332,0.0504332
19021,112184,"20,567","1,452,784,000","1,452,784",1.800467977,0.069267658,82.7,58.7,36.5,-0.273695461,1.037697356,109.4535002,12950,0,0,0.254787925,0.007517649,0.29451469,0.000564115,0.0564115
19023,105567,"14,172","546,275,000","546,275",1.930798354,-0.261177557,92,55.9,34.8,-0.334496824,0.969723996,98.60432809,5174.666667,0,0,0.249319022,0.006783662,0.293008555,0.000495564,0.0495564
19025,87251,"9,763","426,539,000","426,539",1.85719042,0.188048601,82.7,58.5,36,-0.256610583,0.785997325,82.48987092,4888.666667,0,0,0.263331476,0.005470813,0.281502829,0.000405543,0.0405543
19027,165972,"20,522","1,329,933,000","1,329,933",1.924659366,0.123248414,85.8,55.8,41.5,-0.258535121,1.02171679,116.2532439,8013,0,0,0.279224625,0.00726515,0.287152896,0.000582521,0.0582521
19029,139597,"13,130","677,604,000","677,604",1.928840656,0.042478097,82.4,51.4,36.7,-0.258437211,0.872616784,93.23553423,4854,0,0,0.250666583,0.006090229,0.28201741,0.000430533,0.0430533
19031,117533,"18,302","643,612,000","643,612",1.759923641,-0.156182773,89.3,57.6,29.3,-0.295664828,0.996255447,100.652266,5476,0,0,0.22063769,0.006980851,0.27721163,0.000426972,0.0426972
19033,98549,"42,406","2,573,895,000","2,573,895",1.898515556,1.720137716,267.9,58.9,34.1,-0.046487428,1.736935811,216.9858308,26118,0,0,0.402656686,0.012975555,0.285037774,0.001489235,0.1489235
19035,151238,"11,605","777,263,000","777,263",1.741245985,-0.152263845,71.2,59.5,38.7,-0.288096379,0.861981991,81.4396871,5139.333333,0,0,0.245506176,0.006003809,0.284687952,0.000419622,0.0419622
19037,159101,"11,658","758,966,000","758,966",1.798049487,0.051930759,77.2,57.9,30.6,-0.27476187,0.986075858,100.2924396,4770.333333,0,0,0.232743747,0.006887558,0.294440355,0.000471998,0.0471998
19039,92599,"9,588","469,695,000","469,695",1.902604662,0.167093815,93.4,48,35.6,-0.271837228,0.814470505,76.17173903,5072.333333,0,0,0.243398598,0.005662514,0.300765879,0.00041453,0.041453
19041,190179,"16,511","1,068,362,000","1,068,362",1.831839442,0.012617907,73.6,57.3,37.7,-0.276334563,0.981154425,102.8126783,5617.666667,0,0,0.253649838,0.006884466,0.278584131,0.000486476,0.0486476
19043,147642,"16,969","825,616,000","825,616",1.83607225,-0.01242337,68.5,54.4,31.6,-0.249171833,0.918641929,80.07533369,5592,0,0,0.226404866,0.006408482,0.305342006,0.000443024,0.0443024
19045,89471,"46,158","2,311,645,000","2,311,645",2.001562578,0.192959601,90.2,55.2,27.6,-0.226195583,1.401223075,175.4223039,25836.66667,0,0,0.249214677,0.010562052,0.284799771,0.000749655,0.0749655
19047,127433,"16,013","791,528,000","791,528",1.894887968,-1.132269186,53.5,54.5,38.2,-0.371631927,0.827521799,81.24152074,6211.333333,0,0,0.213121168,0.005797857,0.292504388,0.000361432,0.0361432
19049,101142,"111,092","6,601,785,000","6,601,785",1.83181907,0.349862705,101.2,54.3,33.2,-0.238668925,1.799780901,218.719298,65272.66667,0,0,0.253195903,0.014636566,0.277942413,0.001030032,0.1030032
19051,56744,"9,169","286,898,000","286,898",1.848782575,0.97069646,154,49.6,30.5,-0.182729596,0.727200759,64.89952476,5056,0,0,0.275647218,0.005036033,0.30668848,0.000425735,0.0425735
19053,46246,"7,665","234,236,000","234,236",1.916150549,0.241434034,98.7,45.8,34.2,-0.266856348,0.757425944,77.01846624,5065,0,0,0.239372026,0.005268124,0.311677153,0.000393038,0.0393038
19055,145029,"17,600","899,084,000","899,084",1.80050209,-0.108456822,67.4,56.1,29.2,-0.269727557,1.088113998,106.6635268,6199.333333,0,0,0.21610634,0.007651614,0.290001621,0.000479536,0.0479536
19057,98353,"38,253","2,205,134,000","2,205,134",1.741136046,-0.43211763,66.7,52,26.5,-0.273538689,2.082987854,279.0771174,22420.66667,0,0,0.18088386,0.015374126,0.280048981,0.000778797,0.0778797
19059,148663,"18,056","1,051,094,000","1,051,094",1.850675009,0.021445006,79.5,56.7,34.8,-0.282442741,1.805041688,176.6953029,7070.333333,0,0,0.247888053,0.012779955,0.263710117,0.000835433,0.0835433
19061,91803,"98,887","6,866,230,000","6,866,230",2.090851862,-0.054938371,85.7,52.5,27.5,-0.271657448,1.917530298,277.1278292,74793.33333,0,0,0.242584386,0.015857208,0.301202168,0.001158638,0.1158638
19063,77942,"9,229","392,492,000","392,492",1.845536263,-0.41384482,57.7,58.4,37.6,-0.305671687,0.885285864,93.15485833,5035.666667,0,0,0.238862807,0.006183634,0.27938373,0.000412661,0.0412661
19065,118499,"19,210","743,855,000","743,855",1.63766801,0.078232957,77.8,56.8,28.4,-0.252457616,1.002142289,102.8854776,6277.333333,0,0,0.206152414,0.007050775,0.311287168,0.000452467,0.0452467
19067,163367,"15,326","820,321,000","820,321",1.822828328,-0.605420112,51.6,58.1,32.6,-0.315329016,1.10573911,119.8769,5021.333333,0,0,0.21339096,0.007761258,0.293434833,0.000485982,0.0485982
19069,136183,"9,875","640,149,000","640,149",1.83280266,-0.172512915,83.5,57.2,32.7,-0.2976621,0.801723059,81.21844172,4700.666667,0,0,0.235689188,0.00557171,0.283444884,0.000372217,0.0372217
19071,68425,"6,458","322,055,000","322,055",1.917705971,0.391460971,127.7,51.5,34.9,-0.283996128,0.74469056,76.86143713,4706.666667,0,0,0.271500875,0.005168312,0.274684384,0.000385437,0.0385437
19073,110888,"8,584","537,587,000","537,587",2.062922469,0.072792966,84.4,53.4,36.7,-0.251837627,0.771074727,79.48478336,4848,0,0,0.272659497,0.005360538,0.270862296,0.000395893,0.0395893
19075,124301,"12,384","584,214,000","584,214",1.701800943,0.004584705,83.7,59.3,30.3,-0.274292797,0.883521812,89.279559,4700,0,0,0.224809714,0.006153841,0.285892082,0.000395515,0.0395515
19077,103625,"10,722","506,797,000","506,797",1.922910494,-0.272754044,84.1,53.9,37.7,-0.313204239,0.874523607,84.2678152,4890.666667,0,0,0.249254495,0.006088215,0.286803672,0.000435229,0.0435229
19079,164283,"14,729","804,219,000","804,219",1.794904358,0.064964008,80.9,53.1,33.9,-0.26234405,0.916075576,92.47567399,4895.333333,0,0,0.231601153,0.006391597,0.283060593,0.000419015,0.0419015
19081,185865,"10,615","942,274,000","942,274",1.890722717,-0.01217831,76.5,62.4,33.7,-0.280548134,0.836695483,84.08356146,5069.666667,0,0,0.261471825,0.005831058,0.294473194,0.000448971,0.0448971
19083,182315,"16,463","906,654,000","906,654",1.819661163,-0.812207083,53.9,56.3,33.7,-0.342437018,1.045764088,118.1906957,4973,0,0,0.205930314,0.007340633,0.280425547,0.000423908,0.0423908
19085,92591,"14,670","516,351,000","516,351",1.822065735,-0.174900055,79.9,54.7,37,-0.297833729,0.805314182,85.73431916,5576.666667,0,0,0.239588939,0.00563221,0.292681843,0.000394949,0.0394949
19087,98824,"19,547","935,338,000","935,338",1.550154144,0.525278465,110.8,52.8,27.7,-0.193333178,1.204309564,132.421869,9464.666667,0,0,0.209579825,0.008606608,0.294768206,0.000531694,0.0531694
19089,98660,"9,376","509,743,000","509,743",1.779466042,0.072118269,73,56.4,29.8,-0.252905696,0.8263759,75.63974733,5166.666667,0,0,0.223786565,0.005747071,0.290779914,0.000373977,0.0373977
19091,93915,"9,500","458,871,000","458,871",1.882987059,0.004716911,85.3,54.7,32.4,-0.281273048,0.940172953,98.3173514,4886,0,0,0.240649557,0.006569138,0.276967194,0.000437846,0.0437846
19093,110487,"6,833","583,481,000","583,481",1.835090723,-0.0242354,124.5,58.4,40.1,-0.36156156,0.746237323,68.74212496,5281,0,0,0.278332002,0.005182129,0.274943919,0.000396566,0.0396566
19095,189055,"16,381","990,773,000","990,773",1.921889334,0.180552335,88.6,51,31,-0.247584243,0.88730498,93.20689177,5240.666667,0,0,0.238425649,0.006204133,0.280359229,0.000414714,0.0414714
19097,126574,"19,342","639,197,000","639,197",2.030920429,0.050963896,80.4,55.3,27.2,-0.232807162,0.974885829,101.5167867,5050,0,0,0.243750374,0.006820899,0.29921677,0.000497477,0.0497477
19099,53653,"37,919","1,159,073,000","1,159,073",1.910895347,0.374260867,95.3,55.2,33.1,-0.231805348,1.207345957,143.5603547,21603,0,0,0.262698372,0.009026824,0.305158249,0.000723632,0.0723632
19101,136840,"15,440","738,526,000","738,526",1.831248791,0.284946722,95.4,49.9,30.1,-0.232820877,1.057223561,111.3506757,5397,0,0,0.228414827,0.007420859,0.272869021,0.000462522,0.0462522
19103,45986,"157,528","9,492,245,000","9,492,245",2.095244164,0.255119054,93.1,50.5,32.1,-0.248912142,3.16903817,513.4075568,206414.3333,0,0,0.264270411,0.029077914,0.301141479,0.002314101,0.2314101
19105,98007,"20,900","637,340,000","637,340",1.999031095,0.094826371,85.5,55.6,32.1,-0.24922275,0.983211188,103.9819148,6503,0,0,0.258414187,0.006928499,0.299711257,0.00053661,0.053661
19107,63722,"9,914","319,652,000","319,652",1.986231215,0.14545466,95,49.2,31.7,-0.25877354,0.882649158,85.06305914,5016.333333,0,0,0.244262614,0.006149956,0.292472437,0.000439353,0.0439353
19109,200993,"14,396","984,733,000","984,733",1.839957574,-0.23789907,79.4,59.2,36.2,-0.315063577,0.770616458,70.06662978,4899.333333,0,0,0.248243203,0.005341752,0.282894371,0.000375133,0.0375133
19111,94630,"32,565","1,771,261,000","1,771,261",1.748384181,0.232795312,104.2,52.3,28,-0.229362005,1.512469058,188.6918028,18717.66667,0,0,0.219604007,0.011135829,0.298072907,0.000728929,0.0728929
19113,69212,"228,972","17,321,866,000","17,321,866",2.050392332,0.110129737,110.9,52,31.4,-0.293961454,3.752186849,613.8760311,250273.6667,0,0,0.261709087,0.034675403,0.296721888,0.002692712,0.2692712
19115,185547,"10,513","932,744,000","932,744",1.78525012,-0.111352959,73.3,53.2,28.2,-0.243657918,1.023105399,104.6872712,5027,0,0,0.205925672,0.007160465,0.282584078,0.000416677,0.0416677
19117,56994,"8,747","298,611,000","298,611",1.867340092,0.165759693,109.5,49.7,33.8,-0.296690886,0.880786838,85.741505,5239.333333,0,0,0.243462252,0.006145236,0.298651776,0.000446823,0.0446823
19119,183869,"12,324","912,971,000","912,971",1.859840606,1.162490975,192.5,59.5,40.3,-0.152655968,0.846054785,76.80954935,4965.333333,0,0,0.361991561,0.005879435,0.297474156,0.000633116,0.0633116
19121,76811,"16,971","451,547,000","451,547",1.898346259,-0.449733261,48.3,49.9,34,-0.268497949,0.882520594,85.0098552,5878.666667,0,0,0.209746271,0.006175877,0.300529418,0.000389296,0.0389296
19123,77685,"21,874","858,109,000","858,109",1.951434637,0.198435878,91.3,51,32.5,-0.255154485,1.041896287,120.3473733,11046,0,0,0.247790781,0.007507263,0.294479746,0.0005478,0.05478
19125,89374,"33,770","2,112,895,000","2,112,895",1.946404562,1.039906572,138,51.7,34,-0.171833312,1.255451824,153.0774619,23641,0,0,0.29984223,0.009441515,0.294770451,0.000834485,0.0834485
19127,56124,"40,014","1,766,947,000","1,766,947",1.868495831,-0.091391194,79.3,54.1,31.5,-0.270285728,1.374071343,174.5544834,31482.66667,0,0,0.229891129,0.010548315,0.293135837,0.000710844,0.0710844
19129,76719,"14,633","552,579,000","552,579",1.896826891,-1.406277502,65.2,56.8,36.2,-0.397256354,0.973112782,104.5997349,7202.666667,0,0,0.209063584,0.006881411,0.272739061,0.000392377,0.0392377
19131,125418,"10,518","633,568,000","633,568",2.046582412,-0.082378856,67.4,54.3,32.4,-0.273499157,0.942688696,97.36074645,5051.666667,0,0,0.24993098,0.006590012,0.294442983,0.000484962,0.0484962
19133,67158,"8,493","342,642,000","342,642",2.016277203,-1.318642511,35.3,54,40,-0.347344804,0.671846456,67.297691,5102,0,0,0.22143944,0.004657868,0.288963572,0.000298047,0.0298047
19135,100346,"7,504","496,812,000","496,812",1.90180704,0.323502391,96.3,47.3,31.1,-0.243688163,0.821238076,72.48977723,4951,0,0,0.23440356,0.005698945,0.260645155,0.000348184,0.0348184
19137,86816,"10,139","443,513,000","443,513",2.024187783,0.086849482,82.3,49.7,38.6,-0.256750638,0.903535448,111.1869577,5108.666667,0,0,0.264326603,0.006345455,0.284663188,0.000477458,0.0477458
19139,67391,"42,218","2,578,843,000","2,578,843",1.867132395,0.254598281,87.7,53.3,29.8,-0.219425494,1.716443647,211.1301533,38266.66667,0,0,0.236506137,0.013201828,0.273308632,0.000853355,0.0853355
19141,184871,"14,012","883,743,000","883,743",1.913225682,-0.539700307,60.6,57.6,38.8,-0.311913572,0.885359458,88.12446546,4780.333333,0,0,0.245044733,0.006166985,0.282651627,0.00042714,0.042714
19143,77399,"5,978","407,093,000","407,093",1.622625994,-0.003496319,77.3,61.8,33.2,-0.281955949,0.802697203,76.59397692,5259.666667,0,0,0.228382819,0.005587462,0.294013586,0.000375185,0.0375185
19145,127906,"15,014","621,580,000","621,580",1.815482899,0.486398328,104.8,51.9,33.8,-0.232253435,0.938346189,109.8305881,4859.666667,0,0,0.252743179,0.006576682,0.289117794,0.000480575,0.0480575
19147,114547,"8,810","577,658,000","577,658",1.941109449,-0.311248521,68.9,54.9,39,-0.305659497,0.772240493,88.79210167,5043,0,0,0.251754377,0.005391716,0.285626273,0.000387706,0.0387706
19149,100499,"25,722","1,526,073,000","1,526,073",1.698491916,0.621694946,127.8,60.3,38.5,-0.223161299,0.870667845,84.7953249,15185,0,0,0.288919015,0.006383687,0.296806129,0.00054742,0.054742
19151,109673,"6,976","517,436,000","517,436",1.813272602,-0.986435173,47.8,60.1,36.7,-0.350274928,0.718896514,70.38560658,4718,0,0,0.216632846,0.004977904,0.280016559,0.000301964,0.0301964
19153,68975,"505,255","47,683,356,000","47,683,356",1.964014691,-0.606549519,88.7,53.5,32.5,-0.383164992,9.193694622,1841.081807,691315.3333,0,0,0.227701796,0.088428078,0.304026464,0.006121643,0.6121643
19155,53371,"93,179","4,349,226,000","4,349,226",1.752121963,-0.114335047,68.5,56.1,36.2,-0.26881128,1.619688682,198.3237383,81491,0,0,0.231364062,0.013856158,0.290995866,0.000932879,0.0932879
19157,152184,"18,453","1,222,295,000","1,222,295",1.661011439,1.259266858,217,57.2,30.7,-0.167925448,0.996718138,106.9894954,8031.666667,0,0,0.313252922,0.007075395,0.284034239,0.00062953,0.062953
19159,34390,"4,642","165,129,000","165,129",1.862338345,0.608314472,152.2,45.5,31.9,-0.293920174,0.652776436,58.32045769,4801.666667,0,0,0.257767641,0.004499807,0.299550269,0.00034745,0.034745
19161,117872,"9,686","571,402,000","571,402",1.830466924,-0.159033886,71.3,58.1,40.4,-0.283773944,0.883019932,85.26603259,4847.666667,0,0,0.257123648,0.006147635,0.287311046,0.000454153,0.0454153
19163,54213,"174,270","9,868,941,000","9,868,941",2.095992441,0.118655025,95.9,52.3,30.2,-0.236851094,4.263344533,670.6849093,182039.6667,0,0,0.25960431,0.036195635,0.277474337,0.0026073,0.26073
19165,157412,"11,806","768,800,000","768,800",1.898448583,0.113365076,86.3,52.3,36.4,-0.261037745,0.851659778,84.10313718,4884,0,0,0.252194992,0.005929104,0.275286264,0.000411633,0.0411633
19167,89141,"36,246","2,587,382,000","2,587,382",1.882955937,-1.661045357,34.2,57.4,39.2,-0.395953651,1.054947521,110.8480668,29025.66667,0,0,0.20095557,0.008141531,0.32013969,0.000523776,0.0523776
19169,53904,"98,566","5,782,585,000","5,782,585",1.849023948,-0.590923959,46.1,53,31.7,-0.304057732,2.237046963,318.4637545,107274.6667,0,0,0.199925167,0.01916281,0.292058889,0.001118915,0.1118915
19171,117719,"16,833","684,535,000","684,535",1.772498094,0.357590118,91.1,54.9,31.4,-0.233797142,0.915937477,94.36644855,5815,0,0,0.239256944,0.006422794,0.304156086,0.000467396,0.0467396
19173,61722,"5,924","293,879,000","293,879",1.876966889,0.152976432,82.7,48.1,33.3,-0.26581093,0.698431265,67.94764481,4761.333333,0,0,0.230079517,0.004832838,0.295560127,0.000328644,0.0328644
19175,179253,"11,906","839,681,000","839,681",1.947686431,0.290134668,93.7,45.8,35.4,-0.256170666,0.931296021,114.0975915,4684.333333,0,0,0.246723759,0.006530101,0.284076836,0.000457685,0.0457685
19177,47615,"7,266","232,442,000","232,442",1.766632072,0.197696905,131.4,50.1,30.2,-0.266978697,0.858941509,73.77089653,4881.666667,0,0,0.230337463,0.005960664,0.304957702,0.000418696,0.0418696
19179,89493,"35,166","1,723,775,000","1,723,775",1.920424476,0.453560511,105.7,47.3,28.7,-0.224898724,1.614237844,209.6999269,19261.66667,0,0,0.236934497,0.011897143,0.288568996,0.000813431,0.0813431
19181,39273,"55,205","1,368,732,000","1,368,732",1.875760631,0.167920799,91.1,51.3,32.7,-0.265444738,1.398770696,153.4410485,34851.66667,0,0,0.239483608,0.010786208,0.300670163,0.000776667,0.0776667
19183,125032,"22,560","1,270,872,000","1,270,872",1.93071593,0.205462957,86.8,50,31.1,-0.226901328,1.05596947,117.0942363,10164.33333,0,0,0.237492814,0.007571428,0.288859343,0.000519415,0.0519415
19185,52122,"6,557","248,624,000","248,624",1.828694969,-0.47473162,62.3,48.2,31.3,-0.296147341,0.756244628,70.70014987,4770,0,0,0.193110127,0.005239179,0.298910826,0.00030242,0.030242
19187,102925,"36,485","2,105,636,000","2,105,636",1.881564831,-0.304196436,65.9,57.1,34.9,-0.283754587,1.227980355,145.6406619,20458,0,0,0.2380598,0.00913803,0.286177427,0.00062255,0.062255
19189,104154,"10,571","507,405,000","507,405",1.883115893,0.110474512,79.4,62,33.9,-0.281031935,1.009422178,112.2022343,4871.666667,0,0,0.265231626,0.007074431,0.285812363,0.000536288,0.0536288
19191,91488,"19,815","986,693,000","986,693",1.956679606,-0.39592641,57.4,52.7,30.8,-0.286656419,0.992609558,91.82704327,10785,0,0,0.218082351,0.007105113,0.304482894,0.000471796,0.0471796
19193,44377,"105,951","5,217,724,000","5,217,724",1.893772506,-0.435829059,68.7,56,38.3,-0.314000066,1.827658525,287.1912388,117577.6667,0,0,0.242884096,0.016587341,0.311113513,0.001253415,0.1253415
19195,75953,"7,297","351,158,000","351,158",1.972659009,0.111530109,87,59,34.4,-0.276270185,0.898165737,89.30821809,4623.333333,0,0,0.271770938,0.006253084,0.283613725,0.000481975,0.0481975
19197,182666,"12,656","877,648,000","877,648",1.739820766,-0.156762818,76.9,58.6,32.5,-0.299511487,0.850064355,104.8512392,4804.666667,0,0,0.226431826,0.005953472,0.274996876,0.000370711,0.0370711
20001,111999,"12,412","556,971,000","556,971",2.001358892,0.230829705,80.9,42.9,33.2,-0.210354118,0.997310594,123.3789161,4973,0,0,0.232279706,0.007013999,0.284211465,0.00046304,0.046304
20003,55881,"7,838","299,113,000","299,113",1.960424329,0.687060347,126.6,48.2,34.3,-0.204586888,0.660769561,65.33921047,5352.666667,0,0,0.274402465,0.004585274,0.30353719,0.000381914,0.0381914
20005,94843,"16,016","628,585,000","628,585",1.838501806,0.65552629,121.2,50.7,33.9,-0.21582468,1.00992284,118.2288115,6627.666667,0,0,0.263738131,0.007143715,0.291518296,0.000549241,0.0549241
20007,38660,"4,071","194,639,000","194,639",1.596924161,-0.346529982,71.7,60.6,32.2,-0.277141238,0.272686297,47.74663864,5034.666667,0,0,0.206477349,0.001851141,0.272004191,1.04E-04,0.0104
20009,76161,"24,899","1,187,074,000","1,187,074",2.100789514,0.080444885,65.2,56.2,38.3,-0.228701414,0.814516079,124.7958669,15586.33333,0,0,0.283080543,0.006079786,0.266062468,0.000457912,0.0457912
20011,122461,"14,408","609,572,000","609,572",1.951493861,0.772729761,119.1,44.5,34.7,-0.172076572,0.847279978,91.14733616,4977.666667,0,0,0.265183836,0.005914516,0.297568783,0.000466717,0.0466717
20013,110254,"9,250","567,476,000","567,476",1.81532136,0.152136604,95.1,53.6,33.3,-0.274656986,0.804898708,95.82324425,5147,0,0,0.240811731,0.005634353,0.286852436,0.000389207,0.0389207
20015,31585,"68,632","2,359,250,000","2,359,250",1.707542785,0.691695925,131.1,51.8,29.4,-0.224662353,1.002729609,145.4648823,74694.33333,0,0,0.242671575,0.009267738,0.296582978,0.00066702,0.066702
20017,34896,"2,579","118,310,000","118,310",1.877068876,0.827115973,121.7,51.1,30.9,-0.191707371,0.312117915,27.60913237,3390.333333,0,0,0.26651753,0.002036561,0.26506739,0.000143873,0.0143873
20019,15765,"3,347","65,838,000","65,838",1.7024602,0.185039166,116.3,46.9,29.9,-0.260584821,0.462073715,40.34219225,4176.333333,0,0,0.208549566,0.003124572,0.271791048,0.000177107,0.0177107
20021,93506,"19,054","872,820,000","872,820",1.800841767,0.834862921,112.6,40.9,31.3,-0.148224767,1.182567883,156.4177069,9334.333333,0,0,0.228145462,0.008495568,0.307468147,0.000595943,0.0595943
20023,42628,"2,636","117,938,000","117,938",2.058497558,0.097865536,72.1,71.4,35.3,-0.231379352,0.276778805,24.11397684,2766.666667,0,0,0.311129623,0.001765571,0.298222447,0.00016382,0.016382
20025,85919,"1,847","204,115,000","204,115",1.669565603,-1.370426248,28.1,71,37.2,-0.300889295,0.151516938,33.0172891,2375.666667,0,0,0.212995884,0.000900719,0.281738996,5.41E-05,0.00541
20027,45356,"8,007","224,404,000","224,404",1.917162934,-0.151684122,83.4,51.5,30.9,-0.292584943,0.623603479,61.60781148,4947.666667,0,0,0.226313003,0.004308002,0.267462635,0.000260765,0.0260765
20029,76433,"8,854","385,451,000","385,451",1.755650805,0.676247474,111.5,53.9,29.7,-0.194864294,0.527701947,70.03894992,5043,0,0,0.249359129,0.003661131,0.299525734,0.000273448,0.0273448
20031,130496,"8,251","645,388,000","645,388",1.598019963,-0.290874306,76.2,55.2,30.4,-0.277925123,0.680377331,79.74446061,4945.666667,0,0,0.191703626,0.004734909,0.262441632,0.000238218,0.0238218
20033,37096,"1,655","69,926,000","69,926",1.769737741,-0.810374915,43.5,61.9,34.8,-0.274174556,0.234578322,27.02767666,1885,0,0,0.215077236,0.001450644,0.290558834,9.07E-05,0.00907
20035,53960,"34,157","1,279,251,000","1,279,251",1.822159159,0.394946263,109.4,46.3,28.8,-0.228248831,0.83986988,124.3168183,23707.33333,0,0,0.22219468,0.006508217,0.28885349,0.000417708,0.0417708
20037,62653,"38,764","1,682,766,000","1,682,766",1.969736911,1.730337927,166.6,43.7,33.8,-0.050921235,1.440363997,198.9438687,26858.33333,0,0,0.312402804,0.010908427,0.293913958,0.001001607,0.1001607
20039,69785,"2,712","193,559,000","193,559",2.122481584,-0.732520123,44.2,63.9,38.6,-0.300112865,0.254424201,33.5391389,2773.666667,0,0,0.272224603,0.001627942,0.285615137,0.000126575,0.0126575
20041,85790,"18,445","620,230,000","620,230",1.773396615,-1.822624922,29.3,52.9,32.8,-0.368149681,0.781683244,89.87291877,7229.666667,0,0,0.155123799,0.005527433,0.296284669,0.000254045,0.0254045
20043,44855,"7,493","225,663,000","225,663",1.888935791,1.332395731,177.6,49.8,33.3,-0.153282291,0.863153116,91.99330022,5031,0,0,0.313831582,0.006027836,0.294748247,0.000557583,0.0557583
20045,24418,"120,553","5,219,845,000","5,219,845",1.557101314,0.913393496,135.2,57.3,29.3,-0.18888977,3.845055809,671.2927517,213767.3333,0,0,0.248710029,0.034285277,0.299435111,0.002553311,0.2553311
20047,39956,"2,733","145,252,000","145,252",1.769546356,0.262474014,75.7,65.2,35.9,-0.211232523,0.350195034,46.65865385,3635.333333,0,0,0.270530281,0.002343148,0.282811056,0.000179272,0.0179272
20049,27292,"2,467","86,517,000","86,517",1.877385363,-0.056615596,71.5,47.3,30.7,-0.246718732,0.417568311,44.98171214,3170,0,0,0.210255776,0.002792919,0.291922793,0.000171425,0.0171425
20051,92260,"28,810","1,772,342,000","1,772,342",1.721874491,-1.406782711,27.2,62.3,32.9,-0.3146728,0.631651068,110.4590728,19210.33333,0,0,0.182914706,0.004898182,0.277850459,0.00024894,0.024894
20053,45939,"6,357","247,611,000","247,611",1.782377921,-0.539811875,81.2,59.1,33.3,-0.345151333,0.452805734,57.60204745,5390,0,0,0.22339397,0.003129694,0.287241254,0.000200826,0.0200826
20055,31724,"37,466","2,287,775,000","2,287,775",1.922737391,-1.59974668,33,70.9,38.8,-0.394485787,0.567839033,157.2014663,72115.33333,0,0,0.236583839,0.006191942,0.318255267,0.000466216,0.0466216
